time;replicators;no_par;mean_R_par;mean_length_par;mean_mfe_par;no_templ;mean_R_templ;mean_length_templ;mean_mfe_templ;no_enz0;mean_R_enz0;mean_length_enz0;mean_mfe_enz0;mean_a_enz0;no_enz1;mean_R_enz1;mean_length_enz1;mean_mfe_enz1;mean_a_enz1;no_enz2;mean_R_enz2;mean_length_enz2;mean_mfe_enz2;mean_a_enz2;no_enz3;mean_R_enz3;mean_length_enz3;mean_mfe_enz3;mean_a_enz3;no_enz4;mean_R_enz4;mean_length_enz4;mean_mfe_enz4;mean_a_enz4;no_enz5;mean_R_enz5;mean_length_enz5;mean_mfe_enz5;mean_a_enz5;no_enz6;mean_R_enz6;mean_length_enz6;mean_mfe_enz6;mean_a_enz6;no_Genz0;mean_R_Genz0;mean_length_Genz0;mean_mfe_Genz0;mean_a_Genz0;no_Genz1;mean_R_Genz1;mean_length_Genz1;mean_mfe_Genz1;mean_a_Genz1;no_Genz2;mean_R_Genz2;mean_length_Genz2;mean_mfe_Genz2;mean_a_Genz2;no_Genz3;mean_R_Genz3;mean_length_Genz3;mean_mfe_Genz3;mean_a_Genz3;no_Genz4;mean_R_Genz4;mean_length_Genz4;mean_mfe_Genz4;mean_a_Genz4;no_Genz5;mean_R_Genz5;mean_length_Genz5;mean_mfe_Genz5;mean_a_Genz5;no_Genz6;mean_R_Genz6;mean_length_Genz6;mean_mfe_Genz6;mean_a_Genz6;no_A0;no_A1;no_A2;no_A3;no_A4;no_A5;no_A6;no_A7;no_replications;no_deaths
93000;79419;26185;10.5775;39.5214;-24.8047;8276;10.3894;42.9073;-25.3218;9096;10.8613;34.4012;-25.0495;0.757816;4752;10.1261;47.5918;-27.3114;0.894885;6602;10.5662;39.5206;-24.706;0.72822;4554;10.1149;47.8441;-26.0034;0.956822;6039;10.6171;38.6322;-23.673;1.06986;4954;10.1317;47.5365;-26.2441;0.918035;8707;10.8952;33.8621;-23.7566;0.846098;241;10.1368;47.5726;-22.7963;0.289662;22;10.2498;45.3636;-22.55;0.501089;26;10.1066;48.0769;-25.1769;0.158307;115;10.1342;47.6435;-22.6643;0.461377;0;0;0;0;0;91;10.1274;47.7582;-22.589;0.375375;13;10.1776;46.7692;-24.5231;0.578395;34461;44704;254;0;0;0;0;0;70030398;70028891
94000;78249;26324;10.5825;39.4181;-24.9095;7458;10.3961;42.7963;-25.2387;8863;10.8949;33.8146;-24.9148;0.765719;4749;10.1335;47.4473;-27.2155;0.895565;6667;10.5355;40.0771;-25.0692;0.746336;4482;10.128;47.5788;-26.1012;0.964072;6049;10.6115;38.735;-23.8073;1.065;5303;10.1341;47.4922;-26.2167;0.92422;8250;10.9046;33.7067;-23.6703;0.827863;67;10.1395;47.5672;-22.691;0.143137;0;0;0;0;0;57;10.1725;46.8596;-23.4719;0.165489;26;10.129;47.7692;-22.2577;0.470424;0;0;0;0;0;21;10.0949;48.4762;-23.3524;0.480418;37;10.1475;47.2973;-24.3162;0.44769;33782;44363;104;0;0;0;0;0;78321486;78321149
95000;77933;25776;10.5768;39.5645;-24.7858;7547;10.411;42.5205;-25.2131;9702;10.8993;33.7461;-24.7805;0.759952;4504;10.1378;47.3683;-26.8657;0.901726;6502;10.5478;39.891;-24.516;0.739618;4263;10.1337;47.4842;-25.6738;0.942333;5852;10.6257;38.5249;-23.333;1.06311;4853;10.1316;47.5436;-25.9763;0.93579;8877;10.9148;33.5278;-23.7548;0.825407;50;10.1529;47.28;-22.872;0.101034;2;10.1054;48;-25.8;0.451746;25;10.222;46;-23.536;0.231628;23;10.1649;47.0435;-21.9478;0.478382;0;0;0;0;0;7;10.0566;49.1429;-22.6857;0.435817;7;10.3291;44;-22.8571;0.343821;33323;44553;57;0;0;0;0;0;86668400;86668379
95399.7;78741;25837;10.6052;39.0373;-24.8573;7849;10.4365;42.0715;-25.1626;9434;10.9132;33.5046;-24.8094;0.74093;4836;10.1307;47.5035;-27.0504;0.896752;6483;10.5515;39.8083;-24.8471;0.7405;4750;10.1293;47.5596;-25.9457;0.937499;5979;10.6285;38.4626;-23.6077;1.0495;4537;10.1407;47.3751;-25.8908;0.962571;8953;10.9199;33.4278;-23.8174;0.810861;38;10.0724;48.8421;-23.5105;0.27645;1;10.0565;49;-24.6;0.451661;41;10.321;44.4878;-23.0756;0.094079;18;9.99406;50.3889;-23.0667;0.393665;0;0;0;0;0;29;10.0753;48.8276;-22.8034;0.464765;39;10.2715;45.5385;-22.5077;0.373318;33686;44972;83;0;0;0;0;0;90000001;89999172
96000;78366;26353;10.5989;39.1327;-24.6557;7720;10.4205;42.3462;-25.1151;9305;10.9188;33.4138;-24.8347;0.775818;4786;10.1378;47.3682;-27.0352;0.877112;6076;10.5586;39.6932;-24.3405;0.765028;4540;10.1331;47.4841;-25.897;0.938895;5788;10.6333;38.3699;-23.3717;1.04472;4848;10.1357;47.4596;-25.9862;0.932869;8823;10.927;33.3118;-23.9548;0.800055;110;10.157;47.2636;-22.68;0.263789;5;10.0196;49.8;-25.26;0.427175;24;10.2148;46.3333;-21.4542;0.150657;65;10.1908;46.6;-21.8323;0.32063;0;0;0;0;0;42;10.0629;48.9286;-24.3048;0.35101;8;10.1826;46.75;-22.2375;0.458657;34073;44166;127;0;0;0;0;0;4995948;4996323
97000;78691;26415;10.6085;38.9772;-24.6806;7664;10.4348;42.12;-25.0023;9180;10.9332;33.1598;-24.793;0.777186;4965;10.1246;47.6266;-27.0696;0.85648;6172;10.5851;39.24;-24.0958;0.767642;4454;10.1255;47.6322;-26.1363;0.956155;5745;10.6689;37.7499;-23.2094;1.07948;5016;10.1333;47.5056;-26.1534;0.91288;8952;10.9454;32.9879;-23.8752;0.823885;103;10.2094;46.1748;-24.6058;0.147908;3;10.1625;47;-23.4667;0.443391;80;10.2222;45.9625;-24.8337;0.0788412;3;10.0607;49;-23.6667;0.353007;0;0;0;0;0;42;10.1486;47.3333;-22.7452;0.279965;25;10.1248;47.88;-21.96;0.354415;34079;44484;128;0;0;0;0;0;13388855;13388905
98000;78855;26977;10.6613;38.0613;-24.6327;7145;10.4743;41.4183;-24.8504;9194;10.9495;32.8752;-24.8836;0.779282;4997;10.1198;47.7188;-27.1142;0.867786;6466;10.6078;38.8084;-24.3996;0.755412;4453;10.1132;47.8731;-26.23;0.941795;6203;10.664;37.819;-23.7526;1.06222;4998;10.1247;47.6651;-26.2327;0.928896;8366;10.9483;32.9598;-23.7307;0.879326;43;10.0796;48.7209;-22.9721;0.129327;1;10.1058;48;-25.5;0.451727;20;10.2452;45.6;-21.305;0.0826482;14;9.96637;50.7857;-26;0.458004;0;0;0;0;0;17;10.1229;47.8824;-22.0235;0.380571;17;10.2214;46;-21.7294;0.378591;34122;44677;56;0;0;0;0;0;21782882;21782768
99000;78466;27244;10.6417;38.3876;-24.7442;7080;10.4695;41.5157;-24.4547;9209;10.9385;33.0778;-24.7088;0.778743;4527;10.1298;47.5313;-26.8153;0.868125;6616;10.587;39.1791;-24.4015;0.775589;4288;10.1273;47.5917;-26.1804;0.942282;5874;10.6603;37.8614;-23.7557;1.02652;4689;10.1328;47.5197;-25.8912;0.88934;8850;10.9488;32.9568;-23.5234;0.862105;87;10.1029;48.4023;-23.2954;0.193535;32;10.0598;49.1562;-22.5813;0.330196;13;10.3366;44;-22.2385;0.0471041;15;10.012;49.8667;-25.4733;0.340253;0;0;0;0;0;29;10.0869;48.8966;-23.3793;0.383276;2;10.017;50;-22.55;0.540919;34324;44053;89;0;0;0;0;0;30112192;30112467
1e+05;78481;25801;10.6351;38.5466;-24.519;7565;10.4933;41.0632;-24.7334;9094;10.9546;32.8101;-24.756;0.744568;4979;10.1401;47.3326;-26.725;0.846805;6563;10.6337;38.3352;-24.2357;0.757885;4299;10.1303;47.545;-25.7876;0.954647;6404;10.681;37.5123;-23.5303;1.05008;4823;10.1461;47.2534;-26.1174;0.900681;8866;10.9635;32.7446;-23.3515;0.865228;72;10.1575;47.4444;-21.8264;0.217367;10;10.078;48.6;-24.64;0.421096;31;10.2207;46.3548;-22.3806;0.127575;2;10.2758;45;-20.9;0.059067;0;0;0;0;0;44;10.1891;46.9091;-21.1273;0.445358;15;10.3434;44.0667;-22.6733;0.485074;33366;45028;87;0;0;0;0;0;38522885;38523145
101000;77630;26809;10.6512;38.2393;-24.5842;7305;10.4741;41.4272;-24.5928;8828;10.9314;33.2118;-24.773;0.726641;5046;10.1417;47.3016;-27.0043;0.878686;5999;10.6251;38.5108;-24.093;0.722;4792;10.1453;47.2594;-25.7429;0.866078;5653;10.6984;37.2179;-23.2503;1.01454;4696;10.1493;47.2051;-25.9233;0.86096;8403;10.9486;32.9669;-23.5855;0.854504;80;10.1373;47.75;-21.4938;0.14974;7;10.2558;46;-17.6;0.425408;25;10.2448;45.68;-22.44;0.242555;27;10.0594;49.037;-23.337;0.480973;0;0;0;0;0;41;10.1449;47.6341;-20.8951;0.461351;18;10.2221;46.0556;-22.9611;0.539851;34114;43417;99;0;0;0;0;0;46890135;46891246
102000;78609;26645;10.6359;38.5028;-24.6718;7129;10.4673;41.5544;-24.7593;9110;10.9217;33.3806;-24.6791;0.753671;4727;10.1253;47.6215;-27.2714;0.872745;6616;10.6406;38.232;-24.0889;0.730294;4572;10.1223;47.7205;-26.0237;0.903773;6365;10.7017;37.1317;-23.7436;1.0756;4913;10.1546;47.0993;-26.0386;0.903708;8380;10.9406;33.0822;-23.9021;0.866076;124;9.97473;50.6452;-25.7065;0.3163;7;10.0049;50;-27.2;0.393638;50;10.0764;48.76;-23.224;0.101279;53;9.94552;51.283;-24.6566;0.484037;0;0;0;0;0;56;10.0045;50.0536;-25.7661;0.482945;14;10.2562;45.3571;-22.35;0.544874;33774;44683;152;0;0;0;0;0;55261712;55261844
103000;78209;26094;10.5991;39.1567;-24.7908;7351;10.4406;42.0073;-25.0516;9617;10.9277;33.2591;-24.7696;0.720402;4617;10.1268;47.5865;-27.4746;0.875597;6186;10.5997;38.9491;-24.5187;0.653443;4321;10.1204;47.747;-26.2391;0.924834;6110;10.6652;37.7712;-23.9581;1.07756;4868;10.1298;47.5682;-26.6352;0.924327;8946;10.9382;33.1355;-23.839;0.882963;67;10.139;47.6866;-22.4313;0.154958;19;10.1078;48;-24.6684;0.338295;37;10.1862;46.6757;-24.5405;0.114278;14;10.0354;49.5;-23.3929;0.238679;0;0;0;0;0;39;10.1579;47.4359;-21.0897;0.357049;22;10.0867;48.5;-26.3818;0.218396;33445;44665;99;0;0;0;0;0;63609329;63609861
104000;78889;27291;10.6058;39.0342;-24.6055;7668;10.4553;41.7156;-25.0306;9086;10.9077;33.6086;-24.9806;0.746422;4592;10.1445;47.2524;-27.0043;0.883036;6496;10.5845;39.1944;-24.6611;0.699128;4268;10.1403;47.365;-25.9237;0.960657;6095;10.6451;38.146;-23.8732;1.06917;4795;10.1372;47.4373;-26.357;0.933034;8366;10.9499;32.9371;-23.5171;0.871826;196;10.1395;47.4694;-24.7806;0.218401;21;10.0505;49.1429;-26.081;0.35779;59;10.3111;44.3559;-21.6288;0.239402;53;10.1493;47.3585;-22.1566;0.467984;0;0;0;0;0;128;10.1443;47.3359;-25.3953;0.405707;7;10.355;43.7143;-21.5286;0.329007;34959;43698;232;0;0;0;0;0;71879364;71879216
105000;77473;26865;10.6149;38.8787;-24.7175;7775;10.4361;42.0886;-25.0715;8603;10.9172;33.4623;-24.662;0.760819;4664;10.1439;47.2511;-27.1254;0.883829;6459;10.566;39.5252;-24.7635;0.713268;4116;10.148;47.2323;-25.3711;0.97425;6173;10.6247;38.4827;-24.171;1.06239;4600;10.1421;47.3452;-26.1176;0.91064;8011;10.9344;33.2086;-23.6388;0.851414;170;10.1003;48.2941;-24.5076;0.213492;3;9.9867;50.3333;-27.8333;0.302732;45;10.5257;40.4;-21.8978;0.0744232;103;10.0308;49.6408;-25.3136;0.480275;0;0;0;0;0;53;10.1615;47.0755;-23.0774;0.430092;40;10.4673;41.525;-21.58;0.174519;34640;42626;207;0;0;0;0;0;80280582;80281850
106000;78975;27320;10.5914;39.2646;-25.0541;7165;10.4163;42.406;-25.0533;9202;10.9203;33.3789;-24.916;0.759812;4945;10.1427;47.2619;-27.4039;0.903544;6184;10.5413;39.9662;-24.8242;0.73333;4298;10.139;47.3727;-25.811;0.960325;5755;10.6018;38.9008;-24.0644;1.05594;5175;10.151;47.1598;-26.0889;0.93987;8623;10.9316;33.2325;-23.8815;0.865214;265;10.0758;48.717;-25.4634;0.1709;90;9.99659;50.1333;-28.7689;0.438356;37;10.2296;46.2162;-23.7378;0.258732;67;10.0772;48.7761;-24.1806;0.394407;4;10.7754;40;-12.4;0.494886;108;10.1354;47.6296;-22.7657;0.390377;45;10.1838;46.7556;-21.7356;0.187314;34485;44182;308;0;0;0;0;0;88604023;88603789
106166;79822;25428;10.6174;38.812;-24.905;7670;10.4451;41.8837;-25.1574;9789;10.9168;33.4481;-24.8962;0.761479;4930;10.146;47.2008;-27.3084;0.898012;6671;10.5506;39.8096;-24.7602;0.744396;4148;10.1494;47.1676;-25.6906;0.948463;6435;10.6061;38.8157;-24.3826;1.07567;5299;10.1559;47.0647;-26.2841;0.9363;9178;10.9418;33.0648;-23.7908;0.877905;251;10.0732;48.7291;-25.5741;0.221258;51;10.0208;49.6471;-27.451;0.178433;26;10.218;45.9615;-24.0154;0.286971;78;9.99191;50.3077;-27.1487;0.475559;0;0;0;0;0;119;10.1333;47.605;-23.721;0.449175;23;10.1566;47.1739;-23.7261;0.154975;33098;46450;274;0;0;0;0;0;90000001;89998920
107000;78169;27284;10.6303;38.5888;-24.8076;7218;10.4639;41.5651;-25.0044;8947;10.9296;33.2454;-24.63;0.747048;4533;10.1469;47.1873;-27.3128;0.882726;6420;10.5413;39.9352;-25.4668;0.738052;4105;10.1363;47.4314;-25.8352;0.936071;6302;10.5989;38.9015;-25.0561;1.05307;4843;10.1518;47.1483;-25.8983;0.934935;8393;10.9582;32.8045;-23.6005;0.842349;121;10.0801;48.6116;-24.143;0.118993;1;10.056;49;-24.9;0.0564606;3;10.7653;38;-16.1667;0.386961;71;10.0358;49.4366;-24.6197;0.30867;0;0;0;0;0;45;10.1479;47.3556;-23.1;0.479218;7;10.2679;46;-22.3429;0.0579256;34502;43543;124;0;0;0;0;0;6959288;6960941
108000;77790;25971;10.625;38.684;-24.8806;7356;10.442;41.9421;-25.2909;9222;10.9228;33.3461;-24.8555;0.721055;4979;10.1433;47.2535;-27.4599;0.862676;6196;10.5257;40.2348;-25.1652;0.740423;4390;10.1409;47.3271;-26.1772;0.950256;5946;10.5953;38.9778;-24.6956;1.06228;5072;10.1461;47.2508;-26.3675;0.920826;8424;10.9315;33.246;-23.9973;0.887071;220;10.2099;46.2682;-23.5177;0.146967;30;10.0759;48.6;-25.63;0.415749;29;10.7183;37.7931;-18.1448;0.0583417;43;10.1339;47.6047;-22.993;0.410881;0;0;0;0;0;132;10.139;47.4318;-24.3697;0.419796;14;10.0746;48.7857;-23.3357;0.29337;33327;44229;234;0;0;0;0;0;15271685;15273717
109000;78258;26048;10.6011;39.109;-24.9791;7653;10.4864;41.1628;-24.9491;9312;10.9266;33.3013;-24.7298;0.70611;5166;10.1519;47.0937;-27.1749;0.889422;6193;10.5504;39.8028;-24.8869;0.712524;4320;10.1482;47.1914;-26.0668;0.974741;6141;10.6199;38.5576;-24.1053;1.06968;5049;10.1524;47.1299;-26.1668;0.924145;8284;10.959;32.7892;-23.7368;0.858508;57;10.2547;45.5088;-22.3351;0.156261;7;10.1716;46.8571;-22.6429;0.455933;40;10.6537;38.625;-18.9025;0.056654;10;10.2323;45.9;-20.89;0.492099;0;0;0;0;0;35;10.0762;48.6571;-24.4343;0.406423;35;10.5092;41.1714;-20.16;0.0993071;33701;44465;92;0;0;0;0;0;23607999;23609563
110000;75632;25493;10.6058;39.0259;-24.8616;7809;10.4768;41.3513;-24.9569;9225;10.9458;32.9859;-24.47;0.729902;4535;10.1439;47.2472;-27.3791;0.870789;5822;10.5506;39.7932;-24.8572;0.632;3997;10.1376;47.4031;-26.2241;0.931927;5646;10.6225;38.4924;-24.3799;0.984453;5028;10.1478;47.2305;-26.2139;0.927847;7989;10.9525;32.9304;-23.6538;0.853445;76;10.1732;46.9079;-22.8224;0.158541;11;10.1383;47.4545;-23.4364;0.426269;17;10.2835;45;-22.4176;0.15663;12;10.142;47.5;-22.1917;0.0960457;0;0;0;0;0;47;10.1323;47.6809;-22.6915;0.425966;13;10.0857;48.6923;-21.9077;0.274616;33302;42242;88;0;0;0;0;0;31984605;31988795
111000;80079;26836;10.6217;38.7019;-24.9427;7526;10.4776;41.2905;-25.0154;9066;10.905;33.6469;-24.6224;0.713238;5115;10.164;46.8622;-27.1382;0.889754;6909;10.5341;40.0756;-25.1497;0.714144;4558;10.1529;47.0961;-26.1434;0.917614;6293;10.6049;38.7813;-24.794;1.04495;5339;10.1621;46.947;-26.2862;0.959519;8349;10.9263;33.3417;-23.6554;0.863825;67;10.1297;47.7313;-23.4433;0.185381;16;10.1302;47.5625;-25.2688;0.400958;21;10.1224;47.8095;-27.2619;0.217919;42;10.0822;48.6667;-23.119;0.32412;0;0;0;0;0;9;10.215;46.1111;-22.8222;0.41483;21;10.0642;48.8571;-27.7381;0.401527;34362;45629;88;0;0;0;0;0;40407396;40407139
112000;79896;26494;10.6149;38.8388;-24.8633;7221;10.4645;41.5375;-25.0179;9304;10.9241;33.3136;-24.7728;0.74459;5070;10.158;46.985;-27.0196;0.867398;6498;10.5569;39.6741;-24.7037;0.79343;4551;10.1572;47.0272;-26.0094;0.919739;6222;10.6116;38.6921;-24.2033;1.04737;5324;10.1585;47.0088;-26.4856;0.906256;9022;10.9299;33.2533;-23.819;0.836182;144;10.1099;48.0694;-23.9785;0.20605;25;10.0845;48.44;-25.384;0.441307;31;10.108;48;-27.5806;0.115713;9;10.0856;48.6667;-23.0889;0.252634;4;10.1355;47.5;-23.5;0.0669811;124;10.1125;48.0323;-23.1919;0.451488;43;10.085;48.4884;-24.8721;0.188911;33715;45991;190;0;0;0;0;0;48872366;48872292
113000;78618;26154;10.6221;38.7348;-24.5935;7654;10.5065;40.7911;-24.7946;9218;10.9287;33.2697;-24.3959;0.748306;5023;10.1739;46.6795;-26.9745;0.871514;6268;10.5696;39.4351;-25.0478;0.768506;4292;10.1586;46.9986;-26.028;0.933668;6300;10.6302;38.3548;-24.5291;1.00786;5012;10.1879;46.4541;-25.7074;0.947611;8585;10.9313;33.245;-23.7217;0.833525;93;10.126;47.7312;-23.9258;0.123684;36;10.1692;46.9722;-22.5278;0.426688;21;10.1617;47.0476;-23.9048;0.0474168;8;10.1029;48.125;-23.875;0.448918;1;10.0571;49;-24.3;0.535952;49;10.0975;48.2449;-24.8388;0.344261;16;10.1654;47;-23.9813;0.421672;33808;44698;112;0;0;0;0;0;57340128;57341332
114000;77249;25759;10.6158;38.8391;-25.0468;7583;10.4701;41.468;-25.1655;8992;10.9319;33.1795;-24.787;0.76746;4572;10.1389;47.3635;-27.5971;0.864866;6728;10.5605;39.6229;-24.7899;0.742013;4163;10.132;47.5227;-26.5902;0.923941;6275;10.6346;38.2861;-24.2798;1.01025;4455;10.1388;47.4034;-26.2808;0.908336;8589;10.9344;33.1851;-23.8403;0.845438;122;10.2072;46.2623;-22.3574;0.184217;33;10.1643;47;-22.5848;0.42781;31;10.3136;44.3548;-21.7903;0.15369;44;10.1703;46.9773;-21.7932;0.420585;0;0;0;0;0;32;10.1873;46.5938;-23.0219;0.453325;4;10.251;45.5;-21.25;0.590591;33342;43774;133;0;0;0;0;0;65709312;65711885
115000;79336;25572;10.5836;39.4429;-25.1253;8114;10.4394;42.0212;-25.4069;8944;10.9465;32.9625;-24.4919;0.760837;4913;10.1152;47.8005;-28.3376;0.836147;6513;10.5422;39.9274;-25.5339;0.808167;4601;10.1021;48.0802;-27.2314;0.925944;6380;10.6083;38.7505;-24.7812;1.00004;5451;10.1211;47.738;-26.6779;0.873267;8670;10.9534;32.8902;-23.4815;0.86315;164;10.1519;47.2988;-24.572;0.150002;26;10.0527;49.1538;-26.3385;0.257159;45;10.2864;44.8444;-24.92;0.10336;29;10.1561;47.3793;-21.969;0.468406;0;0;0;0;0;78;10.0758;48.7179;-24.0628;0.381674;14;9.9845;50.9286;-20.7429;0.312407;33686;45472;178;0;0;0;0;0;74118859;74119345
116000;78885;25753;10.6194;38.8029;-25.0396;7302;10.4456;41.9648;-25.1266;9685;10.9616;32.7215;-24.5392;0.713408;4643;10.1109;47.8973;-27.9219;0.843932;6356;10.5342;40.1086;-25.2939;0.769848;4458;10.1015;48.109;-26.8327;0.94328;6423;10.6012;38.8969;-24.5111;1.02013;5002;10.1096;47.9658;-26.9617;0.886449;9073;10.9548;32.8665;-23.5682;0.801777;170;10.0801;48.6235;-25.3406;0.247369;25;10.0549;49.04;-24.604;0.0500912;72;10.0836;48.6111;-25.0347;0.273118;23;10.0597;49;-24.5087;0.436828;0;0;0;0;0;66;10.1115;48;-25.05;0.455355;24;10.06;49.0417;-24.4042;0.3259;33055;45640;190;0;0;0;0;0;82531979;82532916
116887;79281;26330;10.6386;38.464;-24.9554;7698;10.431;42.211;-25.1119;9109;10.9494;32.9123;-24.717;0.750347;4937;10.1194;47.731;-27.9086;0.862124;6508;10.516;40.439;-25.1374;0.773998;4506;10.1195;47.7503;-26.7828;0.937543;5926;10.5908;39.0742;-24.6785;1.04426;4827;10.1229;47.7073;-26.6005;0.900535;9248;10.9215;33.4479;-23.7882;0.807781;160;10.1128;48;-23.2594;0.30095;26;10.092;48.3846;-23.2808;0.139677;62;10.1191;47.7903;-25.0468;0.196291;46;10.0518;49.1957;-23.1326;0.479796;0;0;0;0;0;56;10.171;46.8929;-23.1964;0.388981;34;10.1161;47.8235;-26.1;0.450932;34028;45061;192;0;0;0;0;0;90000001;90000542
117000;78277;26329;10.6364;38.4957;-25.0388;7796;10.4231;42.3248;-25.5031;8542;10.9473;32.9354;-24.7686;0.761565;4797;10.1267;47.5858;-27.923;0.857355;6395;10.506;40.6425;-25.0144;0.746162;4505;10.1143;47.8539;-26.7828;0.926248;5733;10.5944;39.0185;-24.6036;1.03821;5285;10.1138;47.8715;-26.8383;0.8927;8767;10.9248;33.3849;-23.7864;0.788129;101;10.046;49.3168;-25.0218;0.30773;34;9.96611;50.8529;-27.6765;0.239852;35;10.1219;47.7429;-25.1057;0.13529;16;10.0025;50.25;-22.0312;0.388672;0;0;0;0;0;43;10.1089;48.1628;-23.2628;0.384583;27;10.1183;47.9259;-23.9;0.482418;34125;44024;128;0;0;0;0;0;946954;947958
118000;79796;26196;10.6087;38.9968;-24.8924;8314;10.4307;42.1726;-25.3669;9056;10.9479;32.9257;-24.7932;0.784227;4691;10.1117;47.8757;-27.6845;0.876813;6692;10.5312;40.1599;-24.979;0.797703;4594;10.1058;48.0209;-26.6234;0.934718;6025;10.6028;38.8571;-24.5279;1.05907;4908;10.1298;47.5833;-26.1693;0.944824;9106;10.9201;33.4637;-23.7334;0.808326;177;10.0326;49.6271;-26.8977;0.255176;60;9.81629;53.7833;-32.7133;0.393234;49;10.2522;45.4082;-25.1041;0.151059;51;10.073;48.7647;-23.6647;0.418907;6;10.1139;48;-22.2;0.491107;56;10.0953;48.3929;-24.1321;0.414986;29;10.1195;47.7586;-26.5759;0.522882;34510;45072;214;0;0;0;0;0;9349908;9349393
119000;77603;24786;10.6193;38.7874;-24.8635;8308;10.5009;40.9135;-24.8726;9210;10.9217;33.3643;-24.979;0.739091;4763;10.1476;47.1887;-27.2115;0.894178;6032;10.5689;39.4997;-24.3891;0.82365;4341;10.1464;47.2389;-26.195;0.953079;5700;10.6342;38.307;-24.1912;1.0364;4915;10.1613;46.9705;-26.0056;0.91945;9304;10.8908;33.9437;-23.9864;0.776641;216;9.97109;50.787;-27.1796;0.254371;60;9.85775;53.0167;-30.3;0.403912;73;9.97001;50.9315;-26.963;0.244735;69;10.0442;49.2174;-26.1435;0.427916;1;10.3341;46;-14.5;0.0625525;42;10.1045;48.1667;-24.2119;0.384963;27;10.0974;48.2222;-26.7333;0.483659;33094;44265;244;0;0;0;0;0;17702446;17704124
120000;78565;25477;10.6334;38.5191;-25.0712;8189;10.5028;40.8841;-25.062;9402;10.9341;33.1436;-25.2475;0.663301;4736;10.1466;47.1962;-27.3067;0.876434;6594;10.5606;39.6412;-24.5251;0.780625;4415;10.1454;47.2487;-26.1566;0.939261;5954;10.6414;38.1669;-24.2372;1.05999;4652;10.1492;47.1954;-26.0254;0.929792;9014;10.9056;33.6757;-24.4297;0.765693;76;10.1736;46.8553;-24.3368;0.188717;8;10.1751;46.75;-23.325;0.413575;67;10.2413;45.4776;-25.3179;0.0986132;23;10.0652;48.913;-23.3957;0.261311;0;0;0;0;0;34;10.0771;48.7353;-23.5294;0.354635;56;10.1518;47.1786;-24.4893;0.396997;33666;44767;132;0;0;0;0;0;26081829;26082545
121000;78305;26148;10.6201;38.7373;-25.0473;7923;10.4878;41.1319;-24.9571;8579;10.8913;33.8672;-25.187;0.68473;4948;10.1649;46.8563;-27.0636;0.883628;7014;10.5422;39.9447;-25.34;0.831295;4326;10.1593;46.9963;-25.9569;0.952149;6188;10.6;38.9085;-24.6501;1.058;4708;10.1578;47.0319;-26.0722;0.935761;8259;10.8644;34.3704;-24.2935;0.80834;176;10.1256;47.8182;-24.1619;0.124036;25;10.0833;48.44;-26.388;0.433234;50;10.2332;45.76;-24.448;0.0573919;63;10.0394;49.4603;-25.8635;0.375885;0;0;0;0;0;74;10.1715;46.9054;-22.6338;0.334375;36;10.1892;46.3889;-25.9417;0.527362;34071;44022;212;0;0;0;0;0;34445958;34446934
122000;79046;26759;10.5932;39.2057;-25.1407;8413;10.471;41.4013;-25.2436;8596;10.8787;34.0743;-25.0471;0.674676;4280;10.1551;47.0336;-27.3375;0.885304;6626;10.5662;39.4953;-25.3526;0.858642;3987;10.1415;47.3404;-26.2049;0.950003;6349;10.625;38.4462;-24.7412;1.02092;5464;10.166;46.864;-26.519;0.939633;8321;10.8406;34.7959;-24.0168;0.774627;195;10.0994;48.2462;-24.4764;0.201027;90;10.0462;49.1778;-25.8778;0.38279;64;10.139;47.5625;-24.6016;0.0663169;32;10.1788;46.75;-22.3344;0.411285;0;0;0;0;0;75;10.088;48.5733;-23.4947;0.381937;46;10.1667;46.9348;-25.987;0.57553;35172;43623;251;0;0;0;0;0;42797612;42797847
123000;77444;26751;10.5804;39.4285;-25.0542;7006;10.4529;41.7456;-25.0731;8827;10.8583;34.4383;-25.3566;0.663154;4402;10.1737;46.6686;-27.0216;0.902478;5926;10.5505;39.7951;-24.9127;0.814103;4425;10.1669;46.8219;-26.3616;0.930125;5741;10.6043;38.8182;-24.635;1.01852;4811;10.1737;46.7123;-26.5422;0.929932;9160;10.8302;34.9806;-24.3588;0.839727;360;10.0718;48.7028;-26.8347;0.312804;176;10.0287;49.4943;-27.5989;0.354038;84;10.1783;46.7381;-27.569;0.275148;43;10.0604;48.9302;-26.807;0.419959;6;10.4216;44.1667;-14.95;0.485955;92;10.0872;48.5217;-24.8087;0.450848;29;10.0786;48.5172;-29.5897;0.579035;33757;43292;395;0;0;0;0;0;51175916;51177753
